"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2029","67 years","Female","Method - M2","Number","29515"
"Population Projections based on Census 2022","2029","68 years","Male","Method - M2","Number","27085"
"Population Projections based on Census 2022","2029","68 years","Female","Method - M2","Number","28656"
"Population Projections based on Census 2022","2029","69 years","Male","Method - M2","Number","26165"
"Population Projections based on Census 2022","2029","69 years","Female","Method - M2","Number","27490"
"Population Projections based on Census 2022","2029","70 years","Male","Method - M2","Number","24617"
"Population Projections based on Census 2022","2029","70 years","Female","Method - M2","Number","25677"
"Population Projections based on Census 2022","2029","71 years","Male","Method - M2","Number","23457"
"Population Projections based on Census 2022","2029","71 years","Female","Method - M2","Number","25188"
"Population Projections based on Census 2022","2029","72 years","Male","Method - M2","Number","23301"
"Population Projections based on Census 2022","2029","72 years","Female","Method - M2","Number","24428"
"Population Projections based on Census 2022","2029","73 years","Male","Method - M2","Number","21869"
"Population Projections based on Census 2022","2029","73 years","Female","Method - M2","Number","23557"
"Population Projections based on Census 2022","2029","74 years","Male","Method - M2","Number","21453"
"Population Projections based on Census 2022","2029","74 years","Female","Method - M2","Number","23199"
"Population Projections based on Census 2022","2029","75 years","Male","Method - M2","Number","20179"
"Population Projections based on Census 2022","2029","75 years","Female","Method - M2","Number","21612"
"Population Projections based on Census 2022","2029","76 years","Male","Method - M2","Number","19822"
"Population Projections based on Census 2022","2029","76 years","Female","Method - M2","Number","21670"
"Population Projections based on Census 2022","2029","77 years","Male","Method - M2","Number","18529"
"Population Projections based on Census 2022","2029","77 years","Female","Method - M2","Number","20329"
"Population Projections based on Census 2022","2029","78 years","Male","Method - M2","Number","17235"
"Population Projections based on Census 2022","2029","78 years","Female","Method - M2","Number","19119"
"Population Projections based on Census 2022","2029","79 years","Male","Method - M2","Number","16419"
"Population Projections based on Census 2022","2029","79 years","Female","Method - M2","Number","18732"
"Population Projections based on Census 2022","2029","80 years","Male","Method - M2","Number","15282"
"Population Projections based on Census 2022","2029","80 years","Female","Method - M2","Number","17468"
"Population Projections based on Census 2022","2029","81 years","Male","Method - M2","Number","14299"
"Population Projections based on Census 2022","2029","81 years","Female","Method - M2","Number","16241"
"Population Projections based on Census 2022","2029","82 years","Male","Method - M2","Number","13127"
"Population Projections based on Census 2022","2029","82 years","Female","Method - M2","Number","15155"
"Population Projections based on Census 2022","2029","83 years","Male","Method - M2","Number","11619"
"Population Projections based on Census 2022","2029","83 years","Female","Method - M2","Number","14164"
"Population Projections based on Census 2022","2029","84 years","Male","Method - M2","Number","10102"
"Population Projections based on Census 2022","2029","84 years","Female","Method - M2","Number","12385"
"Population Projections based on Census 2022","2029","85 years","Male","Method - M2","Number","8813"
"Population Projections based on Census 2022","2029","85 years","Female","Method - M2","Number","10949"
"Population Projections based on Census 2022","2029","86 years","Male","Method - M2","Number","7583"
"Population Projections based on Census 2022","2029","86 years","Female","Method - M2","Number","9947"
"Population Projections based on Census 2022","2029","87 years","Male","Method - M2","Number","6280"
"Population Projections based on Census 2022","2029","87 years","Female","Method - M2","Number","8282"
"Population Projections based on Census 2022","2029","88 years","Male","Method - M2","Number","5153"
"Population Projections based on Census 2022","2029","88 years","Female","Method - M2","Number","7145"
"Population Projections based on Census 2022","2029","89 years","Male","Method - M2","Number","4404"
"Population Projections based on Census 2022","2029","89 years","Female","Method - M2","Number","6431"
"Population Projections based on Census 2022","2029","90 years","Male","Method - M2","Number","3640"
"Population Projections based on Census 2022","2029","90 years","Female","Method - M2","Number","5539"
"Population Projections based on Census 2022","2029","91 years","Male","Method - M2","Number","2825"
"Population Projections based on Census 2022","2029","91 years","Female","Method - M2","Number","4549"
"Population Projections based on Census 2022","2029","92 years","Male","Method - M2","Number","2323"
"Population Projections based on Census 2022","2029","92 years","Female","Method - M2","Number","3881"
"Population Projections based on Census 2022","2029","93 years","Male","Method - M2","Number","1800"
"Population Projections based on Census 2022","2029","93 years","Female","Method - M2","Number","3164"
"Population Projections based on Census 2022","2029","94 years","Male","Method - M2","Number","1337"
"Population Projections based on Census 2022","2029","94 years","Female","Method - M2","Number","2547"
"Population Projections based on Census 2022","2029","95 years","Male","Method - M2","Number","985"
"Population Projections based on Census 2022","2029","95 years","Female","Method - M2","Number","1969"
"Population Projections based on Census 2022","2029","96 years","Male","Method - M2","Number","686"
"Population Projections based on Census 2022","2029","96 years","Female","Method - M2","Number","1427"
"Population Projections based on Census 2022","2029","97 years","Male","Method - M2","Number","479"
"Population Projections based on Census 2022","2029","97 years","Female","Method - M2","Number","1059"
